,CourseId,CourseName,ClassSection,Theoretical,PracticalType,PracticalTypes,Gender,ClassGroup,Rest,timeClass,ExamTime,DateExam,ProfessorName,Grouping
169,11131,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس a3,08:00,"
31/03/99
",مقصودي شورابي داود, —— 
170,10127,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس a1,08:00,"
29/03/99
",ارژنگ اصغر, —— 
171,10130,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه10:15 08:00 کلاس a3,08:00,"
31/03/99
",مقصودي شورابي داود, —— 
172,10133,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,2,شنبـــــه10:15 08:00 کلاس a2,10:30,"
29/03/99
",خضرلو سعيد, —— 
173,10138,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,5,چهار شنبه19:00 16:30 کلاس a4,16:30,"
29/03/99
",صمدپورخليفه محله وحيد, —— 
174,10141,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,2,شنبـــــه10:15 08:00 کلاس 1علوم,14:00,"
29/03/99
",فرخي هرسيني پروانه, —— 
175,11124,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,3,پنج شنـبه19:00 16:30 کلاس 120b,14:00,"
29/03/99
",سادات حسيني سيده بنت الهدي, —— 
176,11126,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,22,يکشنـــبه12:45 10:30 کلاس a1,10:30,"
29/03/99
",خاتمي حميدرضا, —— 
177,11128,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه12:45 10:30 کلاس a1,08:00,"
29/03/99
",ارژنگ اصغر, —— 
178,11130,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه19:00 16:30 کلاس a1,14:00,"
29/03/99
",دره شيري شايسته, —— 
179,11132,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس 1علوم,16:30,"
29/03/99
",فرخي هرسيني پروانه, —— 
180,11133,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,2,چهار شنبه19:00 16:30 کلاس a1,16:30,"
29/03/99
",اسلامي ربابه, —— 
181,11135,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه19:00 16:30 کلاس a2,16:30,"
29/03/99
",ميروكيلي منيرالسادات, —— 
182,11137,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه12:45 10:30 کلاس a2,08:00,"
31/03/99
",مقصودي شورابي داود, —— 
183,11139,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه12:45 10:30 کلاس a2,08:00,"
31/03/99
",مومن نژاداسطلكي زهرا, —— 
184,11141,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه12:45 10:30 کلاس 1علوم,14:00,"
29/03/99
",فرخي هرسيني پروانه, —— 
185,91335,رياضيات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه18:45 16:30 کلاس 301f,10:30,"
03/04/99
",هاشمي زاده الهام السادات, —— 
186,91337,رياضيات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس a4,10:30,"
03/04/99
",عزتي رضا, —— 
187,91479,رياضيات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه18:45 16:30 کلاس 116b,10:30,"
03/04/99
",معدن دار فاطمه, —— 
188,91491,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه16:30 14:15 کلاس 303f,08:00,"
24/03/99
",ربيعي حميدرضا, —— 
189,91408,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه18:45 16:30 کلاس 301f,08:00,"
24/03/99
",ربيعي حميدرضا, —— 
190,11134,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه12:45 10:30 کلاس a2,10:30,"
29/03/99
",خضرلو سعيد, —— 
191,11136,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه12:45 10:30 کلاس a2,08:00,"
29/03/99
",آزادگان الهام, —— 
192,11138,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه19:00 16:30 کلاس a2,08:00,"
31/03/99
",مقصودي شورابي داود, —— 
193,11140,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,1,سه شنبــه19:00 16:30 کلاس a2,08:00,"
31/03/99
",مومن نژاداسطلكي زهرا, —— 
194,91334,رياضيات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه16:15 14:00 کلاس 116b,10:30,"
03/04/99
",هاشمي زاده الهام السادات, —— 
195,91336,رياضيات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه19:00 16:30 کلاس a4,10:30,"
03/04/99
",دريلي قوجالار حسام الدين, —— 
196,91478,رياضيات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,8,يکشنـــبه16:15 14:00 کلاس a5,10:30,"
03/04/99
",ميروكيلي منيرالسادات, —— 
197,91493,رياضيات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,-1,سه شنبــه16:15 14:00 کلاس 6علوم,10:30,"
03/04/99
",دريلي قوجالار حسام الدين, —— 
198,91453,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه16:15 14:00 کلاس 108پرستاري,08:00,"
24/03/99
",ربيعي حميدرضا, —— 
199,91215,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,  0,--,مختلط, ,11,سه شنبــه10:15 08:00 کلاس 300f,08:00,"
24/03/99
",پيشوايي عبدالرضا, —— 
200,91216,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,  0,--,مختلط, ,15,سه شنبــه12:45 10:30 کلاس 300f,08:00,"
24/03/99
",پيشوايي عبدالرضا, —— 
201,91218,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,  0,--,مختلط, ,7,چهار شنبه16:15 14:00 کلاس 303f,08:00,"
24/03/99
",پيشوايي عبدالرضا, —— 
202,91486,سيستم هاي اطلاعات مديريت  ,کارشناسي,  3,  0,--,مختلط, ,28,سه شنبــه18:45 16:30 کلاس 203f,14:00,"
26/03/99
",فلاح نژاد عباس, —— 
203,91302,سيستم هاي عامل  ,کارشناسي,  3,  0,--,مختلط, ,15,چهار شنبه10:15 08:00 کلاس 117b,14:00,"
19/03/99
",صالحي فريبا, —— 
204,91304,سيستم هاي عامل  ,کارشناسي,  3,  0,--,مختلط, ,1,يکشنـــبه12:45 10:30 کلاس 117b,14:00,"
19/03/99
",حريفي ساسان, —— 
205,91306,سيگنالها و سيستم ها  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس 300f,10:30,"
31/03/99
",خورشيد طلب آيدا, —— 
206,91489,سيگنالها و سيستم ها  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه18:45 16:30 کلاس 201f,10:30,"
31/03/99
",امجديان محسن, —— 
207,91456,سيگنالها و سيستم ها  ,کارشناسي,  3,  0,--,مختلط, ,12,يکشنـــبه10:30 08:   کلاس 202f,08:00,"
01/04/99
",فرجادي نسب محمدرضا, —— 
208,91344,طراحي زبان هاي برنامه سازي  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه12:45 10:30,10:30,"
25/03/99
",باغباني مجتبي, —— 
209,91498,طراحي كامپيوتري سيستم هاي ديجيتال  ,کارشناسي,  3,  0,--,مختلط, ,6,شنبـــــه16:30 14:00 کلاس a4,08:00,"
21/03/99
",الياسي علي, —— 
210,91217,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,  0,--,مختلط, ,5,چهار شنبه10:15 08:00 کلاس 301f,08:00,"
24/03/99
",پيشوايي عبدالرضا, —— 
211,91288,سيستم هاي اطلاعات مديريت  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه18:45 16:30 کلاس 116b,14:00,"
26/03/99
",انشائي محمد وحيد, —— 
212,91300,سيستم هاي عامل  ,کارشناسي,  3,  0,--,مختلط, ,2,سه شنبــه12:45 10:30 کلاس 303f,14:00,"
19/03/99
",الماسي ساناز, —— 
213,91303,سيستم هاي عامل  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه10:15 08:00 کلاس 117b,14:00,"
19/03/99
",حريفي ساسان, —— 
214,91305,سيگنالها و سيستم ها  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه16:15 14:00 کلاس 304f,10:30,"
31/03/99
",خورشيد طلب آيدا, —— 
215,91307,سيگنالها و سيستم ها  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه16:15 14:00 کلاس 117b,10:30,"
31/03/99
",خورشيد طلب آيدا, —— 
216,91474,سيگنالها و سيستم ها  ,کارشناسي,  3,  0,--,مختلط, ,9,چهار شنبه16:15 14:00 کلاس 201f,10:30,"
31/03/99
",دهقاني تفتي عبدالرضا, —— 
217,91343,طراحي زبان هاي برنامه سازي  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه16:15 14:00 کلاس 301f,10:30,"
25/03/99
",باغباني مجتبي, —— 
218,91506,طراحي زبان هاي برنامه سازي  ,کارشناسي,  3,  0,--,مختلط, ,11,دوشـــنبه10:15 08:00 کلاس 1علوم,10:30,"
25/03/99
",سرشار محمدرضا, —— 
219,91347,طراحي كامپيوتري سيستم هاي ديجيتال  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه12:45 10:30 کلاس 103f,08:00,"
21/03/99
",خورشيد طلب آيدا, —— 
220,91348,طراحي كامپيوتري سيستم هاي ديجيتال  ,کارشناسي,  3,  0,--,مختلط, ,1,دوشـــنبه12:45 10:30 کلاس 116b,08:00,"
21/03/99
",خورشيد طلب آيدا, —— 
221,91350,طراحي كامپيوتري سيستم هاي ديجيتال  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه10:15 08:00 کلاس 302f,08:00,"
21/03/99
",شميراني حميدرضالطفعلي, —— 
222,11053,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه19:00 16:30 کلاس 111b,16:30,"
26/03/99
",نيلفروشان دردشتي بهنام, —— 
223,11055,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,16,يکشنـــبه19:00 16:30 کلاس 111b,16:30,"
26/03/99
",محمودي عظيم, —— 
224,11057,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه19:00 16:30 کلاس 111b,08:00,"
26/03/99
",البرزي اوانكي زهرا, —— 
225,11059,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه19:00 16:30 کلاس 111b,10:30,"
26/03/99
",نيك خواه لاله, —— 
226,11061,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,9,چهار شنبه19:00 16:30 کلاس 111b,16:30,"
26/03/99
",محمودي عظيم, —— 
227,11063,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,2,پنج شنـبه19:00 16:30 کلاس 111b,10:30,"
26/03/99
",ترابي فاطمه, —— 
228,11066,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,17,يکشنـــبه19:00 16:30 کلاس 112b,10:30,"
26/03/99
",ملهم حسين, —— 
229,11068,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه19:00 16:30 کلاس a1,10:30,"
26/03/99
",ترابي بشكاني الهه سادات, —— 
230,91349,طراحي كامپيوتري سيستم هاي ديجيتال  ,کارشناسي,  3,  0,--,مختلط, ,1,چهار شنبه12:45 10:30 کلاس 117b,08:00,"
21/03/99
",خورشيد طلب آيدا, —— 
231,11052,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه12:45 10:30 کلاس a1,16:30,"
26/03/99
",محمودي داريان معصومه, —— 
232,11054,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه12:45 10:30 کلاس 111b,08:00,"
26/03/99
",ايماني خديجه, —— 
233,11056,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه12:45 10:30 کلاس a5,14:00,"
26/03/99
",رنجگر آيرين, —— 
234,11058,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه12:45 10:30 کلاس 111b,08:00,"
26/03/99
",بوستان الهام, —— 
235,11060,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس 111b,14:00,"
26/03/99
",قرآن نويس زهره, —— 
236,11062,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه12:45 10:30 کلاس 306f,14:00,"
26/03/99
",طالب تاش محمدرحيم, —— 
237,11065,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه12:45 10:30 کلاس a8,16:30,"
26/03/99
",مرادي محمد, —— 
238,11067,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,1,دوشـــنبه12:45 10:30 کلاس a8,08:00,"
26/03/99
",بوستان الهام, —— 
239,10051,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه10:15 08:00 کلاس a1,16:30,"
26/03/99
",محمودي داريان معصومه, —— 
240,10052,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,1,شنبـــــه16:15 14:00 کلاس a1,16:30,"
26/03/99
",محمودي داريان معصومه, —— 
241,10055,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس a5,14:00,"
26/03/99
",رنجگر آيرين, —— 
242,10057,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه10:15 08:00 کلاس 111b,08:00,"
26/03/99
",بوستان الهام, —— 
243,10060,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,4,چهار شنبه16:15 14:00 کلاس 111b,16:30,"
26/03/99
",محمودي عظيم, —— 
244,10062,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس 111b,10:30,"
26/03/99
",ترابي فاطمه, —— 
245,10065,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه16:15 14:00 کلاس 112b,10:30,"
26/03/99
",ملهم حسين, —— 
246,10067,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس 117b,08:00,"
26/03/99
",وزيري نيما, —— 
247,10075,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه12:45 10:30 کلاس a3,10:30,"
02/04/99
",صولتي الميرا, —— 
248,10077,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,12,چهار شنبه12:45 10:30 کلاس a1,14:00,"
02/04/99
",محمودي داريان معصومه, —— 
249,10079,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,1,پنج شنـبه12:45 10:30 کلاس 112b,08:00,"
02/04/99
",ايماني خديجه, —— 
250,10054,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,2,يکشنـــبه16:15 14:00 کلاس 111b,16:30,"
26/03/99
",محمودي عظيم, —— 
251,10056,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس a6,14:00,"
26/03/99
",رنجگر آيرين, —— 
252,10058,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه16:15 14:00 کلاس 111b,10:30,"
26/03/99
",نيك خواه لاله, —— 
253,10061,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه10:15 08:00 کلاس 306f,14:00,"
26/03/99
",طالب تاش محمدرحيم, —— 
254,10064,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه10:15 08:00 کلاس a8,16:30,"
26/03/99
",مرادي محمد, —— 
255,10066,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس a8,08:00,"
26/03/99
",بوستان الهام, —— 
256,10068,فيزيك (1).   ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه10:15 08:00 کلاس a3,14:00,"
26/03/99
",صولتي الميرا, —— 
257,10076,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,2,سه شنبــه19:00 16:30 کلاس 112b,14:00,"
02/04/99
",البرزي اوانكي زهرا, —— 
258,10078,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,11,چهار شنبه19:00 16:30 کلاس 112b,16:30,"
02/04/99
",جمشيدي نوشين, —— 
259,10082,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه16:15 14:00 کلاس 113b,10:30,"
02/04/99
",منصفي مهرداد, —— 
260,10083,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه16:30 14:15 کلاس 207f,16:30,"
02/04/99
",ياسريان كيومرث, —— 
261,10086,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,5,شنبـــــه19:00 16:30 کلاس 113b,16:30,"
02/04/99
",ملهم حسين, —— 
262,10089,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه12:45 10:30 کلاس 113b,08:00,"
02/04/99
",ايماني خديجه, —— 
263,11076,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه10:15 08:00 کلاس a1,14:00,"
02/04/99
",محمودي داريان معصومه, —— 
264,11078,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه10:15 08:00 کلاس 112b,08:00,"
02/04/99
",ايماني خديجه, —— 
265,11080,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه16:15 14:00 کلاس 113b,10:30,"
02/04/99
",دژم لعيا, —— 
266,11083,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس 113b,08:00,"
02/04/99
",ايماني خديجه, —— 
267,11085,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,1,دوشـــنبه19:00 16:30 کلاس 113b,16:30,"
02/04/99
",ملهم حسين, —— 
268,11087,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه19:00 16:30 کلاس 113b,10:30,"
02/04/99
",منصفي مهرداد, —— 
269,11089,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه19:00 16:30 کلاس 113b,10:30,"
02/04/99
",طالب تاش محمدرحيم, —— 
270,10084,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,4,چهار شنبه16:15 14:00 کلاس a4,16:30,"
02/04/99
",جمشيدي نوشين, —— 
271,10088,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,4,يکشنـــبه19:00 16:30 کلاس 113b,16:30,"
02/04/99
",جمشيدي نوشين, —— 
272,11075,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه16:15 14:00 کلاس a4,10:30,"
02/04/99
",صولتي الميرا, —— 
273,11077,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,4,چهار شنبه16:15 14:00 کلاس a1,14:00,"
02/04/99
",محمودي داريان معصومه, —— 
274,11079,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس 112b,08:00,"
02/04/99
",ايماني خديجه, —— 
275,11082,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه16:15 14:00 کلاس 113b,16:30,"
02/04/99
",جمشيدي نوشين, —— 
276,11084,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس 113b,16:30,"
02/04/99
",ملهم حسين, —— 
277,11086,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه12:45 10:30 کلاس 113b,10:30,"
02/04/99
",شمس الدين سيده حديث, —— 
278,11088,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس 112b,16:30,"
02/04/99
",ياسريان كيومرث, —— 
279,11090,فيزيك (2).   ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه12:45 10:30 کلاس 113b,14:00,"
02/04/99
",قرآن نويس زهره, —— 
280,91457,كارآموزي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
", , —— 
281,91459,كارآموزي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,1, ,00:00,"
  /  /  
", , —— 
282,91448,كارآموزي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
", , —— 
283,91450,كارآموزي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
", , —— 
284,91345,كارگاه برنامه نويسي مت لب  ,کارشناسي,  0,  1,تخصصي,مختلط, ,0,يکشنـــبه13:00 11:30,00:00,"
  /  /  
",چوپاني قلعه رودخاني كيوان, —— 
285,91327,گرافيك كامپيوتري 1  ,کارشناسي,  3,  0,--,مختلط, ,3,پنج شنـبه16:15 14:00 کلاس 302f,10:30,"
03/04/99
",باستان فرد اعظم, —— 
286,91289,مباحث ويژه1  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه10:15 08:00 کلاس 303f,14:00,"
01/04/99
",فتحي رضا, —— 
287,91291,مباحث ويژه1  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه18:45 16:30 کلاس 202f,14:00,"
01/04/99
",نيك روان شلماني عليرضا, —— 
288,91283,مباني داده كاوي  ,کارشناسي,  3,  0,--,مختلط, ,5,چهار شنبه12:45 10:30 کلاس 301f,10:30,"
20/03/99
",خليليان مجيد, —— 
289,91512,مباني رايانش امن  ,کارشناسي,  3,  0,--,مختلط, ,1,شنبـــــه16:15 14:00 کلاس 304f,08:00,"
26/03/99
",ملامطلبي مهدي, —— 
290,91458,كارآموزي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
", , —— 
291,91473,كارآموزي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,12, ,00:00,"
  /  /  
", , —— 
292,91449,كارآموزي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
", , —— 
293,91451,كارآموزي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
", , —— 
294,91346,كارگاه برنامه نويسي مت لب  ,کارشناسي,  0,  1,تخصصي,مختلط, ,0,يکشنـــبه15:30 14:00,00:00,"
  /  /  
",چوپاني قلعه رودخاني كيوان, —— 
295,91388,مباحث ويژه1  ,کارشناسي,  3,  0,--,مختلط, ,1,دوشـــنبه16:15 14:00 کلاس 7علوم,14:00,"
01/04/99
",ملامطلبي مهدي, —— 
296,91290,مباحث ويژه1  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه12:45 10:30 کلاس 302f,14:00,"
01/04/99
",علي جماعت علي, —— 
297,91282,مباني داده كاوي  ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه10:15 08:00 کلاس 303f,10:30,"
20/03/99
",اميني امينه, —— 
298,91284,مباني داده كاوي  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه10:15 08:00 کلاس 300f,10:30,"
20/03/99
",خليليان مجيد, —— 
299,91513,مباني رايانش امن  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس 118b,08:00,"
26/03/99
",ملامطلبي مهدي, —— 
300,10182,محاسبات عددي   ,کارشناسي,  2,  0,--,مختلط, ,26,پنج شنـبه11:15 09:45 کلاس a4,14:00,"
22/03/99
",اسحاقي كناري حسن, —— 
301,91490,مدارهاي الكتريكي  ,کارشناسي,  3,  0,--,مختلط, ,1,پنج شنـبه16:15 14:00 کلاس 3علوم,10:30,"
25/03/99
",اسكندري ناصر, —— 
302,91297,مدارهاي الكتريكي  ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس 118b,10:30,"
21/03/99
",امجديان محسن, —— 
303,91299,مدارهاي الكتريكي  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه12:45 10:30 کلاس 203f,10:30,"
21/03/99
",ميريوسفي ميرهاشم, —— 
304,11150,معادلات ديفرانسيل  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس a2,08:00,"
20/03/99
",آزادگان الهام, —— 
305,11152,معادلات ديفرانسيل  ,کارشناسي,  3,  0,--,مختلط, ,3,پنج شنـبه12:45 10:30 کلاس a2,08:00,"
20/03/99
",ارژنگ اصغر, —— 
306,11155,معادلات ديفرانسيل  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه19:00 16:30 کلاس a3,08:00,"
21/03/99
",يوسفي مهدي, —— 
307,11158,معادلات ديفرانسيل  ,کارشناسي,  3,  0,--,مختلط, ,2,دوشـــنبه12:45 10:30 کلاس a3,14:00,"
20/03/99
",رضابيك سعيده, —— 
308,11160,معادلات ديفرانسيل  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه12:45 10:30 کلاس 112b,08:00,"
20/03/99
",حقايقي سميه, —— 
309,11162,معادلات ديفرانسيل  ,کارشناسي,  3,  0,--,مختلط, ,10,چهار شنبه12:45 10:30 کلاس 6علوم,14:00,"
20/03/99
",شجاعي بهروز, —— 
310,91391,مدارهاي الكتريكي  ,کارشناسي,  3,  0,--,مختلط, ,2,يکشنـــبه10:15 08:00 کلاس 103f,10:30,"
21/03/99
",چوپاني قلعه رودخاني كيوان, —— 
311,91296,مدارهاي الكتريكي  ,کارشناسي,  3,  0,--,مختلط, ,2,دوشـــنبه18:45 16:30 کلاس 201f,10:30,"
21/03/99
",چوپاني قلعه رودخاني كيوان, —— 
312,91298,مدارهاي الكتريكي  ,کارشناسي,  3,  0,--,مختلط, ,1,پنج شنـبه18:45 16:30 کلاس 118b,10:30,"
21/03/99
",امجديان محسن, —— 
313,91287,مديريت پروژه هاي فناوري اطلاعات  ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس 6علوم,14:00,"
21/03/99
",آجرلو شهرام, —— 
314,11151,معادلات ديفرانسيل  ,کارشناسي,  3,  0,--,مختلط, ,3,چهار شنبه19:00 16:30 کلاس a2,16:30,"
20/03/99
",عزيزي رزا, —— 
315,11154,معادلات ديفرانسيل  ,کارشناسي,  3,  0,--,مختلط, ,13,شنبـــــه12:45 10:30 کلاس a3,16:30,"
20/03/99
",عزتي رضا, —— 
316,11157,معادلات ديفرانسيل  ,کارشناسي,  3,  0,--,مختلط, ,6,يکشنـــبه19:00 16:30 کلاس a3,08:00,"
21/03/99
",ميروكيلي منيرالسادات, —— 
317,11159,معادلات ديفرانسيل  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه19:00 16:30 کلاس a3,10:30,"
20/03/99
",دره شيري شايسته, —— 
318,11161,معادلات ديفرانسيل  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه19:00 16:30 کلاس a3,08:00,"
21/03/99
",يوسفي مهدي, —— 
